ano,municipio,pibpc
2013,Centenário,  16.504 
2013,Cerrito,  11.479 
2013,Cerro Branco,  13.450 
2013,Cerro Grande,  17.442 
2013,Cerro Grande do Sul,  12.103 
2013,Cerro Largo,  42.532 
2013,Chapada,  36.054 
2013,Charqueadas,  26.920 
2013,Charrua,  20.229 
2013,Chiapetta,  39.886 
2013,Chuí,  21.056 
2013,Chuvisca,  18.668 
2013,Cidreira,  14.372 
2013,Ciríaco,  23.033 
2013,Colinas,  23.937 
2013,Colorado,  42.243 
2013,Condor,  37.354 
2013,Constantina,  22.141 
2013,Coqueiro Baixo,  18.408 
2013,Coqueiros do Sul,  31.810 
2013,Coronel Barros,  33.570 
2013,Coronel Bicaco,  27.843 
2013,Coronel Pilar,  18.651 
2013,Cotiporã,  18.563 
2013,Coxilha,  56.946 
2013,Crissiumal,  17.397 
2013,Cristal,  17.964 
2013,Cristal do Sul,  15.635 
2013,Cruz Alta,  41.524 
2013,Cruzaltense,  28.139 
2013,Cruzeiro do Sul,  20.469 
2013,David Canabarro,  22.178 
2013,Derrubadas,  22.550 
2013,Dezesseis de Novembro,  10.359 
2013,Dilermando de Aguiar,  28.620 
2013,Dois Irmãos,  44.834 
2013,Dois Irmãos das Missões,  40.987 
2013,Dois Lajeados,  21.270 
2013,Dom Feliciano,  12.208 
2013,Dom Pedro de Alcântara,  17.564 
2013,Dom Pedrito,  24.607 
2013,Dona Francisca,  17.789 
2013,Doutor Maurício Cardoso,  27.576 
2013,Doutor Ricardo,  22.329 
2013,Eldorado do Sul,  26.031 
2013,Encantado,  28.285 
2013,Encruzilhada do Sul,  12.850 
2013,Engenho Velho,  27.796 
2013,Entre-Ijuís,  28.882 
2013,Entre Rios do Sul,  83.020 
2013,Erebango,  24.732 
2013,Erechim,  40.220 
2013,Ernestina,  33.581 
2013,Herval,  12.202 
2013,Erval Grande,  12.663 
2013,Erval Seco,  24.562 
2013,Esmeralda,  40.228 
2013,Esperança do Sul,  17.482 
2013,Espumoso,  36.138 
2013,Estação,  30.452 
2013,Estância Velha,  25.285 
2013,Esteio,  32.440 
2013,Estrela,  37.230 
2013,Estrela Velha,  31.606 
2013,Eugênio de Castro,  58.367 
2013,Fagundes Varela,  22.695 
2013,Farroupilha,  36.024 
2013,Faxinal do Soturno,  21.607 
2013,Faxinalzinho,  19.877 
2013,Fazenda Vilanova,  25.734 
2013,Feliz,  24.166 
2013,Flores da Cunha,  38.411 
2013,Floriano Peixoto,  21.396 
2013,Fontoura Xavier,  13.134 
2013,Formigueiro,  18.640 
2013,Forquetinha,  14.586 
2013,Fortaleza dos Valos,  48.338 
2013,Frederico Westphalen,  26.218 
2013,Garibaldi,  44.748 
2013,Garruchos,  30.080 
2013,Gaurama,  26.862 
2013,General Câmara,  14.633 
2013,Gentil,  51.690 
2013,Getúlio Vargas,  24.542 
2013,Giruá,  32.047 
2013,Glorinha,  48.564 
2013,Gramado,  39.419 
2013,Gramado dos Loureiros,  17.647 
2013,Gramado Xavier,  14.538 
2013,Gravataí,  37.888 
2013,Guabiju,  28.704 
2013,Guaíba,  42.263 
2013,Guaporé,  24.661 
2013,Guarani das Missões,  29.106 
2013,Harmonia,  21.927 
2013,Herveiras,  16.964 
2013,Horizontina,  84.747 
2013,Hulha Negra,  19.319 
2013,Humaitá,  23.938 
2013,Ibarama,  15.321 
2013,Ibiaçá,  36.648 
2013,Ibiraiaras,  27.409 
2013,Ibirapuitã,  22.524 
2013,Ibirubá,  46.062 
2013,Igrejinha,  39.358 
2013,Ijuí,  30.705 
2013,Ilópolis,  22.401 
2013,Imbé,  17.184 
2013,Imigrante,  53.465 
2013,Independência,  25.695 
2013,Inhacorá,  21.341 
2013,Ipê,  25.126 
2013,Ipiranga do Sul,  39.053 
2013,Iraí,  15.325 
2013,Itaara,  14.335 
2013,Itacurubi,  19.240 
2013,Itapuca,  18.267 
2013,Itaqui,  25.747 
2013,Itati,  21.674 
2013,Itatiba do Sul,  11.910 
2013,Ivorá,  20.064 
2013,Ivoti,  33.347 
2013,Jaboticaba,  17.434 
2013,Jacuizinho,  31.340 
2013,Jacutinga,  33.387 
2013,Jaguarão,  18.304 
2013,Jaguari,  16.809 
2013,Jaquirana,  13.045 
2013,Jari,  41.952 
2013,Jóia,  42.092 
2013,Júlio de Castilhos,  40.287 
2013,Lagoa Bonita do Sul,  17.601 
2013,Lagoão,  13.121 
2013,Lagoa dos Três Cantos,  42.684 
2013,Lagoa Vermelha,  28.794 
2013,Lajeado,  37.918 
2013,Lajeado do Bugre,  14.992 
2013,Lavras do Sul,  22.638 
2013,Liberato Salzano,  15.571 
2013,Lindolfo Collor,  40.243 
2013,Linha Nova,  23.513 
2013,Machadinho,  18.166 
2013,Maçambará,  38.115 
2013,Mampituba,  11.397 
2013,Manoel Viana,  23.944 
2013,Maquiné,  12.086 
2013,Maratá,  32.131 
2013,Marau,  38.180 
2013,Marcelino Ramos,  16.878 
2013,Mariana Pimentel,  12.115 
2013,Mariano Moro,  19.085 
2013,Marques de Souza,  15.924 
2013,Mata,  15.996 
2013,Mato Castelhano,  40.308 
2013,Mato Leitão,  25.081 
2013,Mato Queimado,  26.174 
2013,Maximiliano de Almeida,  15.872 
2013,Minas do Leão,  15.445 
2013,Miraguaí,  23.856 
2013,Montauri,  31.020 
2013,Monte Alegre dos Campos,  13.340 
2013,Monte Belo do Sul,  36.913 
2013,Montenegro,  42.065 
2013,Mormaço,  27.584 
2013,Morrinhos do Sul,  14.552 
2013,Morro Redondo,  12.336 
2013,Morro Reuter,  21.040 
2013,Mostardas,  20.594 
2013,Muçum,  32.883 
2013,Muitos Capões,  101.947 
2013,Muliterno,  22.080 
2013,Não-Me-Toque,  66.787 
2013,Nicolau Vergueiro,  43.529 
2013,Nonoai,  23.084 
2013,Nova Alvorada,  34.369 
2013,Nova Araçá,  33.959 
2013,Nova Bassano,  74.521 
2013,Nova Boa Vista,  29.879 
2013,Nova Bréscia,  21.893 
2013,Nova Candelária,  36.050 
2013,Nova Esperança do Sul,  24.818 
2013,Nova Hartz,  32.979 
2013,Nova Pádua,  19.408 
2013,Nova Palma,  25.960 
2013,Nova Petrópolis,  28.003 
2013,Nova Prata,  35.126 
2013,Nova Ramada,  35.912 
2013,Nova Roma do Sul,  26.607 
2013,Nova Santa Rita,  36.863 
2013,Novo Cabrais,  16.877 
2013,Novo Hamburgo,  28.468 
2013,Novo Machado,  22.609 
2013,Novo Tiradentes,  18.571 
2013,Novo Xingu,  22.910 
2013,Novo Barreiro,  16.856 
2013,Osório,  23.974 
2013,Paim Filho,  17.939 
2013,Palmares do Sul,  23.404 
2013,Palmeira das Missões,  29.493 
2013,Palmitinho,  18.318 
2013,Panambi,  39.714 
2013,Pantano Grande,  23.783 
2013,Paraí,  29.452 
2013,Paraíso do Sul,  15.809 
2013,Pareci Novo,  18.271 
2013,Parobé,  17.566 
2013,Passa Sete,  15.537 
2013,Passo do Sobrado,  22.505 
2013,Passo Fundo,  37.199 
2013,Paulo Bento,  31.979 
2013,Paverama,  15.027 
2013,Pedras Altas,  27.629 
2013,Pedro Osório,  12.424 
2013,Pejuçara,  49.265 
2013,Pelotas,  17.489 
2013,Picada Café,  54.858 
2013,Pinhal,  22.089 
2013,Pinhal da Serra,  116.257 
2013,Pinhal Grande,  28.266 
2013,Pinheirinho do Vale,  13.882 
2013,Pinheiro Machado,  16.078 
2013,Pinto Bandeira,  12.251 
2013,Pirapó,  15.205 
2013,Piratini,  13.625 
2013,Planalto,  12.801 
2013,Poço das Antas,  27.891 
2013,Pontão,  47.579 
2013,Ponte Preta,  25.550 
2013,Portão,  29.248 
2013,Porto Alegre,  39.460 
2013,Porto Lucena,  14.593 
2013,Porto Mauá,  15.948 
2013,Porto Vera Cruz,  16.418 
2013,Porto Xavier,  11.955 
2013,Pouso Novo,  21.118 
2013,Presidente Lucena,  26.385 
2013,Progresso,  15.784 
2013,Protásio Alves,  22.122 
2013,Putinga,  17.809 
2013,Quaraí,  13.436 
2013,Quatro Irmãos,  44.122 
2013,Quevedos,  45.361 
2013,Quinze de Novembro,  35.703 
2013,Redentora,  12.055 
2013,Relvado,  19.361 
2013,Restinga Seca,  19.777 
2013,Rio dos Índios,  20.255 
2013,Rio Grande,  39.522 
2013,Rio Pardo,  18.031 
2013,Riozinho,  22.971 
2013,Roca Sales,  29.936 
2013,Rodeio Bonito,  19.507 
2013,Rolador,  29.915 
2013,Rolante,  20.592 
2013,Ronda Alta,  21.585 
2013,Rondinha,  23.685 
2013,Roque Gonzales,  15.006 
2013,Rosário do Sul,  17.321 
2013,Sagrada Família,  17.634 
2013,Saldanha Marinho,  41.137 
2013,Salto do Jacuí,  19.261 
2013,Salvador das Missões,  30.677 
2013,Salvador do Sul,  35.658 
2013,Sananduva,  26.839 
2013,Santa Bárbara do Sul,  59.416 
2013,Santa Cecília do Sul,  34.804 
2013,Santa Clara do Sul,  26.597 
2013,Santa Cruz do Sul,  53.832 
2013,Santa Maria,  21.043 
2013,Santa Maria do Herval,  27.117 
2013,Santa Margarida do Sul,  52.066 
2013,Santana da Boa Vista,  13.626 
2013,Sant'Ana do Livramento,  15.768 
2013,Santa Rosa,  31.328 
2013,Santa Tereza,  17.573 
2013,Santa Vitória do Palmar,  20.235 
2013,Santiago,  16.851 
2013,Santo Ângelo,  22.311 
2013,Santo Antônio do Palma,  28.699 
2013,Santo Antônio da Patrulha,  23.214 
2013,Santo Antônio das Missões,  20.091 
2013,Santo Antônio do Planalto,  42.709 
2013,Santo Augusto,  28.548 
2013,Santo Cristo,  26.430 
2013,Santo Expedito do Sul,  21.350 
2013,São Borja,  23.436 
2013,São Domingos do Sul,  15.764 
2013,São Francisco de Assis,  16.386 
2013,São Francisco de Paula,  19.305 
2013,São Gabriel,  18.880 
2013,São Jerônimo,  17.982 
2013,São João da Urtiga,  20.802 
2013,São João do Polêsine,  19.746 
2013,São Jorge,  22.280 
2013,São José das Missões,  16.532 
2013,São José do Herval,  18.726 
2013,São José do Hortêncio,  22.549 
2013,São José do Inhacorá,  28.757 
2013,São José do Norte,  10.040 
2013,São José do Ouro,  31.524 
2013,São José do Sul,  20.497 
2013,São José dos Ausentes,  22.196 
2013,São Leopoldo,  25.998 
2013,São Lourenço do Sul,  17.570 
2013,São Luiz Gonzaga,  25.181 
2013,São Marcos,  26.063 
2013,São Martinho,  30.014 
2013,São Martinho da Serra,  45.844 
2013,São Miguel das Missões,  46.822 
2013,São Nicolau,  16.123 
2013,São Paulo das Missões,  17.410 
2013,São Pedro da Serra,  16.263 
2013,São Pedro das Missões,  20.562 
2013,São Pedro do Butiá,  22.443 
2013,São Pedro do Sul,  16.002 
2013,São Sebastião do Caí,  22.875 
2013,São Sepé,  22.572 
2013,São Valentim,  19.856 
2013,São Valentim do Sul,  18.967 
2013,São Valério do Sul,  17.272 
2013,São Vendelino,  34.423 
2013,São Vicente do Sul,  19.713 
2013,Sapiranga,  26.939 
2013,Sapucaia do Sul,  19.146 
2013,Sarandi,  27.028 
2013,Seberi,  23.197 
2013,Sede Nova,  26.687 
2013,Segredo,  14.628 
2013,Selbach,  33.390 
2013,Senador Salgado Filho,  24.524 
2013,Sentinela do Sul,  13.385 
2013,Serafina Corrêa,  31.149 
2013,Sério,  15.553 
2013,Sertão,  34.064 
2013,Sertão Santana,  19.145 
2013,Sete de Setembro,  23.565 
2013,Severiano de Almeida,  19.329 
2013,Silveira Martins,  16.074 
2013,Sinimbu,  15.642 
2013,Sobradinho,  20.470 
2013,Soledade,  18.524 
2013,Tabaí,  15.326 
2013,Tapejara,  30.343 
2013,Tapera,  28.041 
2013,Tapes,  15.768 
2013,Taquara,  17.629 
2013,Taquari,  20.646 
2013,Taquaruçu do Sul,  25.822 
2013,Tavares,  12.489 
2013,Tenente Portela,  18.774 
2013,Terra de Areia,  13.049 
2013,Teutônia,  32.581 
2013,Tio Hugo,  31.835 
2013,Tiradentes do Sul,  15.085 
2013,Toropi,  17.958 
2013,Torres,  20.167 
2013,Tramandaí,  16.018 
2013,Travesseiro,  23.086 
2013,Três Arroios,  36.352 
2013,Três Cachoeiras,  15.541 
2013,Três Coroas,  30.366 
2013,Três de Maio,  27.026 
2013,Três Forquilhas,  14.275 
2013,Três Palmeiras,  21.428 
2013,Três Passos,  22.135 
2013,Trindade do Sul,  21.674 
2013,Triunfo,  214.553 
2013,Tucunduva,  25.614 
2013,Tunas,  13.941 
2013,Tupanci do Sul,  24.305 
2013,Tupanciretã,  42.823 
2013,Tupandi,  74.117 
2013,Tuparendi,  23.911 
2013,Turuçu,  19.940 
2013,Ubiretama,  19.500 
2013,União da Serra,  30.359 
2013,Unistalda,  17.960 
2013,Uruguaiana,  16.171 
2013,Vacaria,  25.856 
2013,Vale Verde,  18.848 
2013,Vale do Sol,  16.983 
2013,Vale Real,  15.995 
2013,Vanini,  22.876 
2013,Venâncio Aires,  37.406 
2013,Vera Cruz,  22.441 
2013,Veranópolis,  35.881 
2013,Vespasiano Correa,  25.939 
2013,Viadutos,  22.338 
2013,Viamão,  10.743 
2013,Vicente Dutra,  14.675 
2013,Victor Graeff,  48.166 
2013,Vila Flores,  41.607 
2013,Vila Lângaro,  39.906 
2013,Vila Maria,  43.978 
2013,Vila Nova do Sul,  17.845 
2013,Vista Alegre,  18.341 
2013,Vista Alegre do Prata,  26.918 
2013,Vista Gaúcha,  18.934 
2013,Vitória das Missões,  18.373 
2013,Westfalia,  36.133 
2013,Xangri-lá,  22.576 
2014,Aceguá,  45.311 
2014,Água Santa,  59.910 
2014,Agudo,  25.117 
2014,Ajuricaba,  26.824 
2014,Alecrim,  12.795 
2014,Alegrete,  21.199 
2014,Alegria,  19.863 
2014,Almirante Tamandaré do Sul,  49.749 
2014,Alpestre,  15.679 
2014,Alto Alegre,  29.502 
2014,Alto Feliz,  21.539 
2014,Alvorada,  10.637 
2014,Amaral Ferrador,  11.107 
2014,Ametista do Sul,  10.417 
2014,André da Rocha,  83.560 
2014,Anta Gorda,  27.142 
2014,Antônio Prado,  32.224 
2014,Arambaré,  30.553 
2014,Araricá,  28.941 
2014,Aratiba,  90.978 
2014,Arroio do Meio,  44.691 
2014,Arroio do Sal,  19.038 
2014,Arroio do Padre,  16.931 
2014,Arroio dos Ratos,  13.873 
2014,Arroio do Tigre,  22.021 
2014,Arroio Grande,  23.731 
2014,Arvorezinha,  19.742 
2014,Augusto Pestana,  33.201 
2014,Áurea,  23.720 
2014,Bagé,  18.366 
2014,Balneário Pinhal,  13.713 
2014,Barão,  33.773 
2014,Barão de Cotegipe,  25.368 
2014,Barão do Triunfo,  13.192 
2014,Barracão,  27.031 
2014,Barra do Guarita,  11.685 
2014,Barra do Quaraí,  37.650 
2014,Barra do Ribeiro,  19.780 
2014,Barra do Rio Azul,  21.640 
2014,Barra Funda,  42.525 
2014,Barros Cassal,  13.720 
2014,Benjamin Constant do Sul,  11.382 
2014,Bento Gonçalves,  47.523 
2014,Boa Vista das Missões,  50.660 
2014,Boa Vista do Buricá,  24.076 
2014,Boa Vista do Cadeado,  68.953 
2014,Boa Vista do Incra,  48.127 
2014,Boa Vista do Sul,  23.470 
2014,Bom Jesus,  22.616 
2014,Bom Princípio,  33.877 
2014,Bom Progresso,  20.843 
2014,Bom Retiro do Sul,  17.310 
2014,Boqueirão do Leão,  13.882 
2014,Bossoroca,  32.061 
2014,Bozano,  32.943 
2014,Braga,  19.231 
2014,Brochier,  15.416 
2014,Butiá,  17.618 
2014,Caçapava do Sul,  19.187 
2014,Cacequi,  20.461 
2014,Cachoeira do Sul,  23.867 
2014,Cachoeirinha,  49.301 
2014,Cacique Doble,  16.728 
2014,Caibaté,  26.165 
2014,Caiçara,  17.328 
2014,Camaquã,  25.170 
2014,Camargo,  53.348 
2014,Cambará do Sul,  17.987 
2014,Campestre da Serra,  31.950 
2014,Campina das Missões,  17.622 
2014,Campinas do Sul,  30.631 
2014,Campo Bom,  36.610 
2014,Campo Novo,  29.827 
2014,Campos Borges,  20.804 
2014,Candelária,  19.090 
2014,Cândido Godói,  28.061 
2014,Candiota,  21.770 
2014,Canela,  19.276 
2014,Canguçu,  16.040 
2014,Canoas,  29.373 
2014,Canudos do Vale,  22.337 
2014,Capão Bonito do Sul,  62.117 
2014,Capão da Canoa,  22.985 
2014,Capão do Cipó,  71.849 
2014,Capão do Leão,  16.388 
2014,Capivari do Sul,  43.707 
2014,Capela de Santana,  14.785 
2014,Capitão,  21.579 
2014,Carazinho,  34.968 
2014,Caraá,  10.908 
2014,Carlos Barbosa,  63.919 
2014,Carlos Gomes,  19.134 
2014,Casca,  38.186 
2014,Caseiros,  29.130 
2014,Catuípe,  27.482 
2014,Caxias do Sul,  47.682 
2014,Centenário,  18.182 
2014,Cerrito,  12.115 
2014,Cerro Branco,  14.274 
2014,Cerro Grande,  16.643 
2014,Cerro Grande do Sul,  12.777 
2014,Cerro Largo,  41.093 
2014,Chapada,  37.362 
2014,Charqueadas,  28.184 
2014,Charrua,  19.348 
2014,Chiapetta,  39.995 
2014,Chuí,  24.195 
2014,Chuvisca,  19.500 
2014,Cidreira,  15.591 
2014,Ciríaco,  22.463 
2014,Colinas,  26.006 
2014,Colorado,  36.986 
2014,Condor,  38.467 
2014,Constantina,  23.311 
2014,Coqueiro Baixo,  18.152 
2014,Coqueiros do Sul,  34.721 
2014,Coronel Barros,  30.403 
2014,Coronel Bicaco,  29.086 
2014,Coronel Pilar,  19.832 
2014,Cotiporã,  22.133 
2014,Coxilha,  55.280 
2014,Crissiumal,  18.742 
2014,Cristal,  19.718 
2014,Cristal do Sul,  16.422 
2014,Cruz Alta,  41.887 
2014,Cruzaltense,  25.256 
2014,Cruzeiro do Sul,  23.348 
2014,David Canabarro,  24.616 
2014,Derrubadas,  22.401 
2014,Dezesseis de Novembro,  11.379 
2014,Dilermando de Aguiar,  29.247 
2014,Dois Irmãos,  50.093 
2014,Dois Irmãos das Missões,  38.428 
2014,Dois Lajeados,  22.978 
2014,Dom Feliciano,  13.208 
2014,Dom Pedro de Alcântara,  17.926 
2014,Dom Pedrito,  25.928 
2014,Dona Francisca,  19.447 
2014,Doutor Maurício Cardoso,  34.980 
2014,Doutor Ricardo,  25.391 
2014,Eldorado do Sul,  32.042 
2014,Encantado,  31.214 
2014,Encruzilhada do Sul,  15.462 
2014,Engenho Velho,  29.180 
2014,Entre-Ijuís,  28.862 
2014,Entre Rios do Sul,  35.796 
2014,Erebango,  26.091 
2014,Erechim,  40.261 
2014,Ernestina,  34.764 
2014,Herval,  14.203 
2014,Erval Grande,  17.220 
2014,Erval Seco,  24.782 
2014,Esmeralda,  46.097 
2014,Esperança do Sul,  17.712 
2014,Espumoso,  34.855 
2014,Estação,  32.968 
2014,Estância Velha,  28.255 
2014,Esteio,  34.946 
2014,Estrela,  37.707 
2014,Estrela Velha,  32.894 
2014,Eugênio de Castro,  50.296 
2014,Fagundes Varela,  25.102 
2014,Farroupilha,  40.178 
2014,Faxinal do Soturno,  20.637 
2014,Faxinalzinho,  19.543 
2014,Fazenda Vilanova,  25.655 
2014,Feliz,  27.017 
2014,Flores da Cunha,  43.250 
2014,Floriano Peixoto,  25.007 
2014,Fontoura Xavier,  14.683 
2014,Formigueiro,  20.376 
2014,Forquetinha,  15.964 
2014,Fortaleza dos Valos,  52.716 
2014,Frederico Westphalen,  28.646 
2014,Garibaldi,  50.126 
2014,Garruchos,  28.293 
2014,Gaurama,  27.811 
2014,General Câmara,  14.589 
2014,Gentil,  51.453 
2014,Getúlio Vargas,  26.745 
2014,Giruá,  33.096 
2014,Glorinha,  43.153 
2014,Gramado,  43.939 
2014,Gramado dos Loureiros,  18.259 
2014,Gramado Xavier,  17.209 
2014,Gravataí,  40.239 
2014,Guabiju,  36.149 
2014,Guaíba,  51.629 
2014,Guaporé,  28.452 
2014,Guarani das Missões,  29.590 
2014,Harmonia,  25.909 
2014,Herveiras,  16.089 
2014,Horizontina,  103.656 
2014,Hulha Negra,  19.292 
2014,Humaitá,  25.932 
2014,Ibarama,  15.578 
2014,Ibiaçá,  32.859 
2014,Ibiraiaras,  29.303 
2014,Ibirapuitã,  20.433 
2014,Ibirubá,  48.272 
2014,Igrejinha,  42.870 
2014,Ijuí,  31.213 
2014,Ilópolis,  25.745 
2014,Imbé,  18.929 
2014,Imigrante,  69.617 
2014,Independência,  28.158 
2014,Inhacorá,  20.723 
2014,Ipê,  26.090 
2014,Ipiranga do Sul,  40.235 
2014,Iraí,  16.811 
2014,Itaara,  14.943 
2014,Itacurubi,  17.899 
2014,Itapuca,  19.630 
2014,Itaqui,  27.695 
2014,Itati,  21.687 
2014,Itatiba do Sul,  14.009 
2014,Ivorá,  20.494 
2014,Ivoti,  36.436 
2014,Jaboticaba,  18.210 
2014,Jacuizinho,  29.395 
2014,Jacutinga,  30.880 
2014,Jaguarão,  20.621 
2014,Jaguari,  16.324 
2014,Jaquirana,  14.328 
2014,Jari,  38.386 
2014,Jóia,  39.667 
2014,Júlio de Castilhos,  42.588 
2014,Lagoa Bonita do Sul,  17.866 
2014,Lagoão,  12.874 
2014,Lagoa dos Três Cantos,  38.107 
2014,Lagoa Vermelha,  32.364 
2014,Lajeado,  41.678 
2014,Lajeado do Bugre,  14.888 
2014,Lavras do Sul,  23.871 
2014,Liberato Salzano,  17.334 
2014,Lindolfo Collor,  54.686 
2014,Linha Nova,  24.707 
2014,Machadinho,  21.257 
2014,Maçambará,  36.924 
2014,Mampituba,  14.023 
2014,Manoel Viana,  23.420 
2014,Maquiné,  14.041 
2014,Maratá,  36.623 
2014,Marau,  41.829 
2014,Marcelino Ramos,  18.538 
2014,Mariana Pimentel,  13.701 
2014,Mariano Moro,  21.672 
2014,Marques de Souza,  17.611 
2014,Mata,  17.201 
2014,Mato Castelhano,  38.013 
2014,Mato Leitão,  32.771 
2014,Mato Queimado,  24.649 
2014,Maximiliano de Almeida,  17.167 
2014,Minas do Leão,  16.446 
2014,Miraguaí,  25.089 
2014,Montauri,  30.893 
2014,Monte Alegre dos Campos,  15.251 
2014,Monte Belo do Sul,  44.033 
2014,Montenegro,  44.322 
2014,Mormaço,  26.325 
2014,Morrinhos do Sul,  16.694 
2014,Morro Redondo,  13.065 
2014,Morro Reuter,  22.489 
2014,Mostardas,  25.173 
2014,Muçum,  43.288 
2014,Muitos Capões,  119.425 
2014,Muliterno,  21.152 
2014,Não-Me-Toque,  64.007 
2014,Nicolau Vergueiro,  36.465 
2014,Nonoai,  22.629 
2014,Nova Alvorada,  38.135 
2014,Nova Araçá,  50.533 
2014,Nova Bassano,  91.792 
2014,Nova Boa Vista,  35.567 
2014,Nova Bréscia,  24.166 
2014,Nova Candelária,  40.345 
2014,Nova Esperança do Sul,  23.643 
2014,Nova Hartz,  36.603 
2014,Nova Pádua,  22.309 
2014,Nova Palma,  29.430 
2014,Nova Petrópolis,  30.174 
2014,Nova Prata,  34.098 
2014,Nova Ramada,  34.375 
2014,Nova Roma do Sul,  29.456 
2014,Nova Santa Rita,  42.775 
2014,Novo Cabrais,  19.070 
2014,Novo Hamburgo,  31.444 
2014,Novo Machado,  24.730 
2014,Novo Tiradentes,  18.238 
2014,Novo Xingu,  23.637 
2014,Novo Barreiro,  17.227 
2014,Osório,  26.640 
2014,Paim Filho,  21.286 
2014,Palmares do Sul,  26.504 
2014,Palmeira das Missões,  30.544 
2014,Palmitinho,  22.143 
2014,Panambi,  46.096 
2014,Pantano Grande,  25.857 
2014,Paraí,  33.365 
2014,Paraíso do Sul,  16.780 
2014,Pareci Novo,  19.947 
2014,Parobé,  20.005 
2014,Passa Sete,  15.461 
2014,Passo do Sobrado,  22.080 
2014,Passo Fundo,  37.753 
2014,Paulo Bento,  29.366 
2014,Paverama,  17.947 
2014,Pedras Altas,  29.439 
2014,Pedro Osório,  14.787 
2014,Pejuçara,  45.813 
2014,Pelotas,  19.465 
2014,Picada Café,  63.493 
2014,Pinhal,  23.212 
2014,Pinhal da Serra,  104.979 
2014,Pinhal Grande,  31.349 
2014,Pinheirinho do Vale,  15.660 
2014,Pinheiro Machado,  19.079 
2014,Pinto Bandeira,  12.919 
2014,Pirapó,  16.398 
2014,Piratini,  15.062 
2014,Planalto,  14.307 
2014,Poço das Antas,  28.125 
2014,Pontão,  36.349 
2014,Ponte Preta,  25.306 
2014,Portão,  34.056 
2014,Porto Alegre,  43.457 
2014,Porto Lucena,  14.764 
2014,Porto Mauá,  17.480 
2014,Porto Vera Cruz,  17.215 
2014,Porto Xavier,  11.728 
2014,Pouso Novo,  21.391 
2014,Presidente Lucena,  33.161 
2014,Progresso,  17.556 
2014,Protásio Alves,  23.337 
2014,Putinga,  19.987 
2014,Quaraí,  15.386 
2014,Quatro Irmãos,  47.381 
2014,Quevedos,  44.092 
2014,Quinze de Novembro,  33.797 
2014,Redentora,  12.341 
2014,Relvado,  20.828 
2014,Restinga Sêca,  21.528 
2014,Rio dos Índios,  18.325 
2014,Rio Grande,  35.525 
2014,Rio Pardo,  19.140 
2014,Riozinho,  25.118 
2014,Roca Sales,  36.118 
2014,Rodeio Bonito,  22.581 
2014,Rolador,  29.155 
2014,Rolante,  23.003 
2014,Ronda Alta,  23.529 
2014,Rondinha,  24.128 
2014,Roque Gonzales,  15.899 
2014,Rosário do Sul,  18.669 
2014,Sagrada Família,  19.558 
2014,Saldanha Marinho,  36.412 
2014,Salto do Jacuí,  19.094 
2014,Salvador das Missões,  31.499 
2014,Salvador do Sul,  36.986 
2014,Sananduva,  27.681 
2014,Santa Bárbara do Sul,  55.453 
2014,Santa Cecília do Sul,  37.942 
2014,Santa Clara do Sul,  35.674 
2014,Santa Cruz do Sul,  63.692 
2014,Santa Maria,  23.563 
2014,Santa Maria do Herval,  28.137 
2014,Santa Margarida do Sul,  52.641 
2014,Santana da Boa Vista,  15.496 
2014,Sant'Ana do Livramento,  17.510 
2014,Santa Rosa,  32.400 
2014,Santa Tereza,  20.023 
2014,Santa Vitória do Palmar,  24.974 
2014,Santiago,  18.955 
2014,Santo Ângelo,  23.736 
2014,Santo Antônio do Palma,  32.366 
2014,Santo Antônio da Patrulha,  25.389 
2014,Santo Antônio das Missões,  20.337 
2014,Santo Antônio do Planalto,  37.058 
2014,Santo Augusto,  28.358 
2014,Santo Cristo,  27.589 
2014,Santo Expedito do Sul,  23.595 
2014,São Borja,  23.860 
2014,São Domingos do Sul,  18.141 
2014,São Francisco de Assis,  17.310 
2014,São Francisco de Paula,  21.185 
2014,São Gabriel,  20.337 
2014,São Jerônimo,  20.811 
2014,São João da Urtiga,  24.024 
2014,São João do Polêsine,  24.249 
2014,São Jorge,  24.182 
2014,São José das Missões,  17.394 
2014,São José do Herval,  19.995 
2014,São José do Hortêncio,  26.940 
2014,São José do Inhacorá,  32.767 
2014,São José do Norte,  11.874 
2014,São José do Ouro,  36.222 
2014,São José do Sul,  23.597 
2014,São José dos Ausentes,  22.038 
2014,São Leopoldo,  29.718 
2014,São Lourenço do Sul,  20.064 
2014,São Luiz Gonzaga,  24.585 
2014,São Marcos,  28.054 
2014,São Martinho,  28.749 
2014,São Martinho da Serra,  45.412 
2014,São Miguel das Missões,  43.249 
2014,São Nicolau,  15.897 
2014,São Paulo das Missões,  17.898 
2014,São Pedro da Serra,  16.858 
2014,São Pedro das Missões,  26.269 
2014,São Pedro do Butiá,  23.614 
2014,São Pedro do Sul,  18.080 
2014,São Sebastião do Caí,  23.365 
2014,São Sepé,  26.579 
2014,São Valentim,  22.738 
2014,São Valentim do Sul,  20.475 
2014,São Valério do Sul,  16.143 
2014,São Vendelino,  25.248 
2014,São Vicente do Sul,  24.323 
2014,Sapiranga,  31.534 
2014,Sapucaia do Sul,  21.134 
2014,Sarandi,  31.187 
2014,Seberi,  24.030 
2014,Sede Nova,  26.300 
2014,Segredo,  14.996 
2014,Selbach,  35.457 
